身份证号,酒店名称,入住时间,入住房号,退房时间,入住城市
719,明月峡大厦酒店,1464020130,780,1464040130,常德
495,荷泽二街酒店,1433937344,686,1433957344,迁安
208,荷泽二街酒店,1433937344,686,1433957344,迁安
101,荷泽二街酒店,1433937344,686,1433957344,迁安
741,华城路酒店,1491613606,910,1491633606,黄骅
48,华城路酒店,1491613606,910,1491633606,黄骅
24,华城路酒店,1491613606,910,1491633606,黄骅
687,大港纬一路酒店,1449470180,793,1449490180,赤峰
881,大港纬一路酒店,1449470180,793,1449490180,赤峰
760,台东三街酒店,1442683407,525,1442703407,茂名
449,台东三街酒店,1442683407,525,1442703407,茂名
41,南口广场酒店,1423309402,208,1423329402,昭通
999,南口广场酒店,1423309402,208,1423329402,昭通
781,逍遥一街酒店,1411743854,569,1411763854,滨州
582,澳门三路酒店,1424076861,227,1424096861,武穴
512,台西纬五路酒店,1475256886,572,1475276886,和龙
398,市场三街酒店,1470992315,347,1471012315,银川
260,市场三街酒店,1470992315,347,1471012315,银川
421,市场三街酒店,1470992315,347,1471012315,银川
641,台东东七广场酒店,1403624839,325,1403644839,十堰
975,台东东七广场酒店,1403624839,325,1403644839,十堰
41,绣城路酒店,1459562999,462,1459582999,高安
233,松山广场酒店,1453561587,791,1453581587,梧州
389,松山广场酒店,1453561587,791,1453581587,梧州
873,松山广场酒店,1425667000,661,1425687000,乌苏
588,松山广场酒店,1425667000,661,1425687000,乌苏
756,大连街酒店,1474171972,265,1474191972,霍林郭勒
236,河北大厦酒店,1457027617,139,1457047617,华蓥
458,河北大厦酒店,1457027617,139,1457047617,华蓥
17,单县路酒店,1469369167,644,1469389167,吴江
548,单县路酒店,1469369167,644,1469389167,吴江
427,上海路酒店,1409089903,812,1409109903,葫芦岛
262,上海路酒店,1409089903,812,1409109903,葫芦岛
603,上海路酒店,1409089903,812,1409109903,葫芦岛
729,漳州街酒店,1475130126,822,1475150126,乐昌
258,漳州街酒店,1475130126,822,1475150126,乐昌
128,漳州街酒店,1475130126,822,1475150126,乐昌
219,武定路酒店,1459822957,766,1459842957,衡阳
423,秋阳路酒店,1425485818,912,1425505818,四会
265,秋阳路酒店,1425485818,912,1425505818,四会
662,澳门广场酒店,1450020329,624,1450040329,蚌埠
479,澳门广场酒店,1450020329,624,1450040329,蚌埠
434,商河路酒店,1409274156,302,1409294156,长葛
308,商河路酒店,1409274156,302,1409294156,长葛
957,济宁支街酒店,1419948759,343,1419968759,屏东
837,济宁支街酒店,1419948759,343,1419968759,屏东
670,中城路酒店,1456145216,773,1456165216,十堰
21,中城路酒店,1456145216,773,1456165216,十堰
898,中城路酒店,1456145216,773,1456165216,十堰
424,石村广场酒店,1408040173,364,1408060173,乌鲁木齐
338,石村广场酒店,1408040173,364,1408060173,乌鲁木齐
758,郭口大厦酒店,1404534091,360,1404554091,北京
841,郭口大厦酒店,1404534091,360,1404554091,北京
683,丰海路酒店,1475384312,525,1475404312,梅河口
830,莱芜二路酒店,1417178872,268,1417198872,苏州
265,岳阳路酒店,1413585294,249,1413605294,丰镇
564,岳阳路酒店,1413585294,249,1413605294,丰镇
412,岳阳路酒店,1413585294,249,1413605294,丰镇
150,逍遥三大厦酒店,1408551808,162,1408571808,英德
842,高邮湖街酒店,1493316379,810,1493336379,盐城
441,高邮湖街酒店,1493316379,810,1493336379,盐城
279,吴兴大厦酒店,1485720623,683,1485740623,黑河
329,吴兴大厦酒店,1485720623,683,1485740623,黑河
73,金门路酒店,1439385677,390,1439405677,弥勒
616,无棣街酒店,1476971349,898,1476991349,大安
483,益都街酒店,1447595503,937,1447615503,莱西
132,市场二大厦酒店,1442361254,591,1442381254,洪湖
613,仙居街酒店,1469238834,129,1469258834,诸暨
770,仙居街酒店,1469238834,129,1469258834,诸暨
889,江苏广场酒店,1481479358,581,1481499358,市中
753,江苏广场酒店,1481479358,581,1481499358,市中
218,利津路酒店,1486873746,684,1486893746,来宾
289,利津路酒店,1486873746,684,1486893746,来宾
967,中川路酒店,1431274040,786,1431294040,崇左
638,中川路酒店,1431274040,786,1431294040,崇左
429,长山路酒店,1458564619,679,1458584619,崇州
5,长山路酒店,1458564619,679,1458584619,崇州
309,琴屿大厦酒店,1484439073,693,1484459073,临安
331,琴屿大厦酒店,1484439073,693,1484459073,临安
970,无棣二大厦酒店,1454557867,640,1454577867,陇南
746,无棣二大厦酒店,1454557867,640,1454577867,陇南
816,永嘉大厦酒店,1427362714,876,1427382714,华阴
207,三明南路酒店,1452084023,591,1452104023,常宁
524,莱芜一广场酒店,1410139251,509,1410159251,襄阳
971,明阳大厦酒店,1451688939,627,1451708939,亳州
55,明阳大厦酒店,1451688939,627,1451708939,亳州
394,巢湖街酒店,1449429567,359,1449449567,莱西
756,巢湖街酒店,1449429567,359,1449449567,莱西
170,巢湖街酒店,1449429567,359,1449449567,莱西
793,石村广场酒店,1430022589,271,1430042589,河源
856,石村广场酒店,1430022589,271,1430042589,河源
204,石村广场酒店,1430022589,271,1430042589,河源
813,海口街酒店,1482661708,672,1482681708,克拉玛依
290,海口街酒店,1482661708,672,1482681708,克拉玛依
156,宁海路酒店,1479681664,787,1479701664,斗六
562,十梅庵街酒店,1446037509,703,1446057509,清远
30,费县路酒店,1480999073,194,1481019073,清镇
642,大名路酒店,1402053391,789,1402073391,北安
277,大名路酒店,1402053391,789,1402073391,北安
153,硕阳街酒店,1489949947,718,1489969947,井冈山
632,硕阳街酒店,1489949947,718,1489969947,井冈山
799,浙江路酒店,1494836257,952,1494856257,安宁
442,浙江路酒店,1494836257,952,1494856257,安宁
330,黑龙江路酒店,1469783423,952,1469803423,鹤壁
435,黑龙江路酒店,1469783423,952,1469803423,鹤壁
63,黑龙江路酒店,1469783423,952,1469803423,鹤壁
164,和兴路酒店,1424861347,210,1424881347,义马
786,和兴路酒店,1424861347,210,1424881347,义马
713,和兴路酒店,1424861347,210,1424881347,义马
687,湖南路酒店,1465020919,108,1465040919,永城
889,台东西七街酒店,1448778748,375,1448798748,霍州
66,台东西七街酒店,1448778748,375,1448798748,霍州
377,台东西七街酒店,1448778748,375,1448798748,霍州
467,荷泽二街酒店,1427940980,198,1427960980,龙口
35,临邑路酒店,1466921169,349,1466941169,霸州
152,宝山广场酒店,1408763540,705,1408783540,彭州
583,三门峡路酒店,1465174373,584,1465194373,潜江
527,珠海二街酒店,1477411957,398,1477431957,周口
159,鱼山广场酒店,1481936776,498,1481956776,遵义
170,鱼山广场酒店,1481936776,498,1481956776,遵义
695,鱼山广场酒店,1481936776,498,1481956776,遵义
569,洞庭湖广场酒店,1459093128,882,1459113128,哈密
3,常州街酒店,1438428057,151,1438448057,长乐
437,常州街酒店,1438428057,151,1438448057,长乐
648,滋阳街酒店,1414877878,293,1414897878,牙克石
538,嘉峪关路酒店,1480465687,893,1480485687,东阳
887,齐河路酒店,1464790043,734,1464810043,烟台
908,台西三路酒店,1478404393,542,1478424393,建瓯
694,香港中大厦酒店,1476604395,629,1476624395,德令哈
273,吴县二大厦酒店,1464030006,160,1464050006,石首
294,吴县二大厦酒店,1464030006,160,1464050006,石首
701,二轻新村镇酒店,1474454913,578,1474474913,常德
319,二轻新村镇酒店,1474454913,578,1474474913,常德
474,二轻新村镇酒店,1474454913,578,1474474913,常德
0,三明路酒店,1448253550,196,1448273550,长葛
53,三明路酒店,1448253550,196,1448273550,长葛
43,台东三街酒店,1405221707,943,1405241707,牡丹江
149,台东三街酒店,1405221707,943,1405241707,牡丹江
260,安徽路酒店,1488958748,913,1488978748,凌源
770,澳门一路酒店,1463271949,925,1463291949,丽江
190,澳门一路酒店,1463271949,925,1463291949,丽江
249,邱县路酒店,1413187985,799,1413207985,巩义
194,太平角六街酒店,1477857881,591,1477877881,海阳
266,太平角六街酒店,1477857881,591,1477877881,海阳
721,太平角六街酒店,1477857881,591,1477877881,海阳
984,曹县路酒店,1485548663,400,1485568663,山南
151,曹县路酒店,1485548663,400,1485568663,山南
246,曹县路酒店,1485548663,400,1485568663,山南
174,清平路酒店,1417206234,399,1417226234,临夏
381,市场纬街酒店,1451095238,544,1451115238,曲阜
750,江苏广场酒店,1417735221,445,1417755221,高平
378,泰州五街酒店,1446309855,946,1446329855,大连
955,泰州五街酒店,1446309855,946,1446329855,大连
537,泰州五街酒店,1446309855,946,1446329855,大连
672,德盛街酒店,1457107838,845,1457127838,寿光
135,德盛街酒店,1457107838,845,1457127838,寿光
363,德盛街酒店,1457107838,845,1457127838,寿光
459,包头路酒店,1461524284,936,1461544284,南宁
53,包头路酒店,1461524284,936,1461544284,南宁
466,宁国一大厦酒店,1481941471,955,1481961471,同江
297,北仲三路酒店,1406766552,578,1406786552,临安
628,北仲三路酒店,1406766552,578,1406786552,临安
40,北仲三路酒店,1406766552,578,1406786552,临安
35,曲阜街酒店,1469245085,308,1469265085,淮南
505,曲阜街酒店,1469245085,308,1469265085,淮南
842,台西纬五路酒店,1403030221,294,1403050221,通辽
384,台西纬五路酒店,1403030221,294,1403050221,通辽
848,康城街酒店,1446541951,350,1446561951,承德
358,康城街酒店,1446541951,350,1446561951,承德
24,康城街酒店,1446541951,350,1446561951,承德
187,大尧二路酒店,1417911929,638,1417931929,张掖
822,胶州广场酒店,1412789209,650,1412809209,龙海
507,胶州广场酒店,1412789209,650,1412809209,龙海
560,胶州广场酒店,1412789209,650,1412809209,龙海
493,泰州五街酒店,1416116697,188,1416136697,桂林
533,泰州五街酒店,1416116697,188,1416136697,桂林
480,泰州五街酒店,1416116697,188,1416136697,桂林
70,古庙工业园酒店,1469214693,462,1469234693,雷州
95,鱼山广场酒店,1458228452,626,1458248452,霍尔果斯
119,鱼山广场酒店,1458228452,626,1458248452,霍尔果斯
658,大港沿酒店,1404466119,246,1404486119,侯马
650,大港沿酒店,1404466119,246,1404486119,侯马
639,芙蓉山村酒店,1417444459,150,1417464459,安国
42,芙蓉山村酒店,1417444459,150,1417464459,安国
259,芙蓉山村酒店,1417444459,150,1417464459,安国
654,高田广场酒店,1420664637,227,1420684637,台东
570,高田广场酒店,1420664637,227,1420684637,台东
460,高田广场酒店,1420664637,227,1420684637,台东
225,广饶支街酒店,1476191493,191,1476211493,宿州
956,广饶支街酒店,1476191493,191,1476211493,宿州
483,临淮关大厦酒店,1407530630,167,1407550630,弥勒
911,太平角四路酒店,1457020296,689,1457040296,临夏
919,广州路酒店,1417197673,449,1417217673,石狮
212,港华大厦酒店,1434231308,117,1434251308,武夷山
696,港华大厦酒店,1434231308,117,1434251308,武夷山
304,澳门一路酒店,1409512249,368,1409532249,大连
401,澳门一路酒店,1409512249,368,1409532249,大连
330,澳门一路酒店,1409512249,368,1409532249,大连
752,宁国二支路酒店,1420803566,341,1420823566,南安
292,登州路酒店,1458572651,476,1458592651,克拉玛依
999,观海二广场酒店,1467149725,629,1467169725,公主岭
729,观海二广场酒店,1467149725,629,1467169725,公主岭
609,观海二广场酒店,1467149725,629,1467169725,公主岭
267,锦州街酒店,1408695986,182,1408715986,溧阳
783,锦州街酒店,1408695986,182,1408715986,溧阳
958,台南路酒店,1470365287,520,1470385287,化州
836,嫩江广场酒店,1482982317,528,1483002317,扬州
37,嫩江广场酒店,1482982317,528,1483002317,扬州
434,高雄广场酒店,1462137218,344,1462157218,海伦
635,高雄广场酒店,1462137218,344,1462157218,海伦
190,易州广场酒店,1454426425,480,1454446425,临沂
923,易州广场酒店,1454426425,480,1454446425,临沂
720,黄海街酒店,1417150885,647,1417170885,昌吉
7,黄海街酒店,1417150885,647,1417170885,昌吉
50,黄海街酒店,1417150885,647,1417170885,昌吉
658,无棣纬一广场酒店,1478574542,723,1478594542,大安
950,无棣纬一广场酒店,1478574542,723,1478594542,大安
917,内蒙古路酒店,1417708215,675,1417728215,舟山
427,海口街酒店,1481520556,735,1481540556,来宾
991,机场路酒店,1417997856,129,1418017856,昭通
803,机场路酒店,1417997856,129,1418017856,昭通
555,机场路酒店,1417997856,129,1418017856,昭通
444,流亭立交桥酒店,1449652324,892,1449672324,朝阳
785,定陶街酒店,1478202573,887,1478222573,昆明
520,定陶街酒店,1478202573,887,1478222573,昆明
136,定陶街酒店,1478202573,887,1478222573,昆明
101,临淮关大厦酒店,1434846773,382,1434866773,永安
745,临淮关大厦酒店,1434846773,382,1434866773,永安
771,临淮关大厦酒店,1434846773,382,1434866773,永安
482,恒山路酒店,1435446588,155,1435466588,满洲里
811,恒山路酒店,1435446588,155,1435466588,满洲里
295,恒山路酒店,1435446588,155,1435466588,满洲里
659,冠县路酒店,1441400657,312,1441420657,东营
823,冠县路酒店,1441400657,312,1441420657,东营
306,冠县路酒店,1441400657,312,1441420657,东营
738,长城大厦酒店,1467599841,393,1467619841,青州
337,平原广场酒店,1489501635,226,1489521635,尚志
0,武城广场酒店,1432365798,526,1432385798,宿州
642,武城广场酒店,1432365798,526,1432385798,宿州
771,武城广场酒店,1432365798,526,1432385798,宿州
474,瞿塘峡街酒店,1461445156,924,1461465156,孝义
957,邹县广场酒店,1415945000,593,1415965000,海东
691,西藏路酒店,1429650009,225,1429670009,长乐
514,西藏路酒店,1429650009,225,1429670009,长乐
571,东平街酒店,1475033313,346,1475053313,麻城
652,屏东广场酒店,1491270252,747,1491290252,北屯
496,费县路酒店,1468675564,884,1468695564,双辽
663,费县路酒店,1468675564,884,1468695564,双辽
966,费县路酒店,1468675564,884,1468695564,双辽
935,康城街酒店,1476353614,935,1476373614,巢湖
283,康城街酒店,1476353614,935,1476373614,巢湖
380,郭口东街酒店,1488765340,655,1488785340,桃园
417,小港沿酒店,1449850452,291,1449870452,四平
750,泰山支路酒店,1405464745,301,1405484745,张家界
336,泰山支路酒店,1405464745,301,1405484745,张家界
209,台南路酒店,1445123623,552,1445143623,图木舒克
634,台南路酒店,1445123623,552,1445143623,图木舒克
432,台南路酒店,1445123623,552,1445143623,图木舒克
641,宝山广场酒店,1469147036,797,1469167036,通辽
622,宝山广场酒店,1469147036,797,1469167036,通辽
726,周村大厦酒店,1447640879,234,1447660879,彭州
829,周村大厦酒店,1447640879,234,1447660879,彭州
167,周村大厦酒店,1447640879,234,1447660879,彭州
338,锦州支街酒店,1465731603,540,1465751603,雅安
427,锦州支街酒店,1465731603,540,1465751603,雅安
515,锦州支街酒店,1465731603,540,1465751603,雅安
462,松山广场酒店,1425406699,720,1425426699,孝感
81,兴阳路酒店,1443474369,479,1443494369,安国
452,兴阳路酒店,1443474369,479,1443494369,安国
27,兴阳路酒店,1443474369,479,1443494369,安国
447,堂邑路酒店,1479838338,417,1479858338,常熟
413,堂邑路酒店,1479838338,417,1479858338,常熟
414,堂邑路酒店,1479838338,417,1479858338,常熟
812,埕口路酒店,1461001836,524,1461021836,南京
598,埕口路酒店,1461001836,524,1461021836,南京
363,埕口路酒店,1461001836,524,1461021836,南京
812,大尧一广场酒店,1420860646,561,1420880646,高邮
38,大尧一广场酒店,1420860646,561,1420880646,高邮
925,屏东支路酒店,1440525243,219,1440545243,江阴
29,澳门五路酒店,1471832126,719,1471852126,晋州
857,芙蓉路酒店,1474563303,163,1474583303,河源
455,芙蓉路酒店,1474563303,163,1474583303,河源
46,扬州街酒店,1405408355,897,1405428355,登封
877,诸城大厦酒店,1434565692,406,1434585692,偃师
441,诸城大厦酒店,1434565692,406,1434585692,偃师
140,诸城大厦酒店,1434565692,406,1434585692,偃师
350,辽宁路酒店,1434471581,363,1434491581,庐山
252,辽宁路酒店,1434471581,363,1434491581,庐山
515,十梅庵街酒店,1486786618,950,1486806618,当阳
831,惠民南路酒店,1403944643,102,1403964643,义马
53,惠民南路酒店,1403944643,102,1403964643,义马
197,惠民南路酒店,1403944643,102,1403964643,义马
39,泰州二路酒店,1453555927,800,1453575927,淮安
353,泰州二路酒店,1453555927,800,1453575927,淮安
245,泰州二路酒店,1453555927,800,1453575927,淮安
307,滋阳街酒店,1485820373,969,1485840373,芒市
154,泰州三广场酒店,1478503404,761,1478523404,太原
916,泰州三广场酒店,1478503404,761,1478523404,太原
355,红岛路酒店,1482250328,424,1482270328,兴城
400,红岛路酒店,1482250328,424,1482270328,兴城
84,湛山一街酒店,1415235815,883,1415255815,乌海
982,湛山四大厦酒店,1455180168,791,1455200168,武冈
388,棣纬二大厦酒店,1465106364,279,1465126364,都江堰
676,宁国二支路酒店,1438256994,341,1438276994,固原
534,李村街酒店,1438182338,250,1438202338,丹东
734,李村街酒店,1438182338,250,1438202338,丹东
95,市场三街酒店,1475419977,610,1475439977,额尔古纳
807,市场三街酒店,1475419977,610,1475439977,额尔古纳
862,吉林路酒店,1472302299,449,1472322299,十堰
568,苏州街酒店,1476185201,151,1476205201,宿迁
121,苏州街酒店,1476185201,151,1476205201,宿迁
545,苏州街酒店,1476185201,151,1476205201,宿迁
49,新安路酒店,1405631190,852,1405651190,阿克苏
692,新安路酒店,1405631190,852,1405651190,阿克苏
108,新安路酒店,1405631190,852,1405651190,阿克苏
679,泰州六街酒店,1448582859,698,1448602859,邢台
997,泰州六街酒店,1448582859,698,1448602859,邢台
196,黄台广场酒店,1458455237,444,1458475237,孝感
412,黄台广场酒店,1458455237,444,1458475237,孝感
119,万寿路酒店,1453088584,272,1453108584,衡阳
306,万寿路酒店,1453088584,272,1453108584,衡阳
46,泉州街酒店,1424843776,473,1424863776,兰州
829,泉州街酒店,1424843776,473,1424863776,兰州
163,青大一街酒店,1480345126,711,1480365126,景德镇
817,青大一街酒店,1480345126,711,1480365126,景德镇
333,青大一街酒店,1480345126,711,1480365126,景德镇
387,台湛广场酒店,1493759329,557,1493779329,聊城
125,台湛广场酒店,1493759329,557,1493779329,聊城
412,海阳路酒店,1477230507,951,1477250507,高平
541,海阳路酒店,1477230507,951,1477250507,高平
913,胶东广场酒店,1428171647,880,1428191647,阜阳
572,胶东广场酒店,1428171647,880,1428191647,阜阳
695,团岛三街酒店,1426460461,829,1426480461,莱芜
947,上杭路酒店,1483557746,564,1483577746,宜兴
327,上杭路酒店,1483557746,564,1483577746,宜兴
906,巨野大厦酒店,1415445538,127,1415465538,南阳
530,巨野大厦酒店,1415445538,127,1415465538,南阳
735,巨野大厦酒店,1415445538,127,1415465538,南阳
389,港环路酒店,1419484096,288,1419504096,荆门
791,港环路酒店,1419484096,288,1419504096,荆门
433,港环路酒店,1419484096,288,1419504096,荆门
792,长城南路酒店,1460596885,372,1460616885,尚志
529,长城南路酒店,1460596885,372,1460616885,尚志
53,黄台支广场酒店,1437112094,282,1437132094,德惠
330,黄台支广场酒店,1437112094,282,1437132094,德惠
282,黄台支广场酒店,1437112094,282,1437132094,德惠
472,合江路酒店,1453083445,214,1453103445,昆山
747,合江路酒店,1453083445,214,1453103445,昆山
668,隆德广场酒店,1487479002,671,1487499002,西安
986,重庆大厦酒店,1416086087,372,1416106087,禹城
559,重庆大厦酒店,1416086087,372,1416106087,禹城
628,石村广场酒店,1402211803,793,1402231803,丹阳
419,石村广场酒店,1402211803,793,1402231803,丹阳
995,洮南大厦酒店,1471382605,162,1471402605,五指山
355,洮南大厦酒店,1471382605,162,1471402605,五指山
60,宁国一大厦酒店,1419151400,890,1419171400,林芝
98,宁国一大厦酒店,1419151400,890,1419171400,林芝
738,康城街酒店,1453133663,593,1453153663,惠州
350,康城街酒店,1453133663,593,1453153663,惠州
516,康城街酒店,1453133663,593,1453153663,惠州
281,海川路酒店,1462863957,558,1462883957,枣阳
958,海川路酒店,1462863957,558,1462883957,枣阳
499,贮水山支街酒店,1463215782,732,1463235782,荆州
858,山口路酒店,1435793297,260,1435813297,西昌
708,山口路酒店,1435793297,260,1435813297,西昌
523,东海东大厦酒店,1431545854,335,1431565854,绵竹
479,东海东大厦酒店,1431545854,335,1431565854,绵竹
423,东海东大厦酒店,1431545854,335,1431565854,绵竹
621,二轻新村镇酒店,1452819574,468,1452839574,启东
659,龙岩街酒店,1415513269,433,1415533269,福清
104,钜野广场酒店,1444699136,708,1444719136,丹江口
121,钜野广场酒店,1444699136,708,1444719136,丹江口
675,登州路酒店,1492620975,842,1492640975,华阴
225,北京街酒店,1487051171,358,1487071171,清远
683,港青街酒店,1470258478,515,1470278478,绍兴
807,宁阳广场酒店,1403716191,183,1403736191,肇东
503,宁阳广场酒店,1403716191,183,1403736191,肇东
200,南九水街酒店,1493826687,879,1493846687,邳州
961,南九水街酒店,1493826687,879,1493846687,邳州
28,南九水街酒店,1493826687,879,1493846687,邳州
92,宜兴大厦酒店,1454462099,205,1454482099,株洲
991,宜兴大厦酒店,1454462099,205,1454482099,株洲
242,宜兴大厦酒店,1454462099,205,1454482099,株洲
691,顺城路酒店,1470485541,192,1470505541,德令哈
192,顺城路酒店,1470485541,192,1470505541,德令哈
885,铁山广场酒店,1414503275,857,1414523275,本溪
594,大港四街酒店,1432915517,171,1432935517,景洪
377,艳阳街酒店,1456828643,167,1456848643,舒兰
444,艳阳街酒店,1456828643,167,1456848643,舒兰
495,艳阳街酒店,1456828643,167,1456848643,舒兰
388,台东东二路酒店,1462110691,684,1462130691,新市
345,台东东二路酒店,1462110691,684,1462130691,新市
592,宁国三大厦酒店,1472270090,564,1472290090,阳江
950,宁国三大厦酒店,1472270090,564,1472290090,阳江
860,冠县路酒店,1402533357,731,1402553357,东宁
781,冠县路酒店,1402533357,731,1402553357,东宁
558,泰州六街酒店,1439167163,764,1439187163,阿图什
140,泰州六街酒店,1439167163,764,1439187163,阿图什
151,威海广场酒店,1440311628,318,1440331628,晋中
513,威海广场酒店,1440311628,318,1440331628,晋中
127,威海广场酒店,1440311628,318,1440331628,晋中
879,长山路酒店,1428382199,476,1428402199,霍州
575,长山路酒店,1428382199,476,1428402199,霍州
237,平度广场酒店,1447149550,831,1447169550,衢州
456,平度广场酒店,1447149550,831,1447169550,衢州
200,丽水街酒店,1414078301,250,1414098301,共青城
172,丽水街酒店,1414078301,250,1414098301,共青城
602,丽水街酒店,1414078301,250,1414098301,共青城
527,明水路酒店,1418320911,853,1418340911,启东
270,明水路酒店,1418320911,853,1418340911,启东
97,明水路酒店,1418320911,853,1418340911,启东
938,沈阳街酒店,1463387204,971,1463407204,东台
889,姜沟路酒店,1459009968,291,1459029968,三明
503,姜沟路酒店,1459009968,291,1459029968,三明
349,港夏街酒店,1455195279,230,1455215279,清远
581,港夏街酒店,1455195279,230,1455215279,清远
74,白沙河路酒店,1414585783,411,1414605783,铁力
465,白沙河路酒店,1414585783,411,1414605783,铁力
886,闽江四街酒店,1487925416,828,1487945416,长沙
917,闽江四街酒店,1487925416,828,1487945416,长沙
748,闽江四街酒店,1487925416,828,1487945416,长沙
884,台东八广场酒店,1422477822,530,1422497822,丹江口
695,台东八广场酒店,1422477822,530,1422497822,丹江口
246,荣成路酒店,1414310223,454,1414330223,常州
76,长山路酒店,1489274131,690,1489294131,青州
293,长山路酒店,1489274131,690,1489294131,青州
148,长山路酒店,1489274131,690,1489294131,青州
989,微山湖街酒店,1458465788,619,1458485788,常州
500,微山湖街酒店,1458465788,619,1458485788,常州
409,福清广场酒店,1471098577,492,1471118577,广汉
792,福清广场酒店,1471098577,492,1471118577,广汉
967,南通大厦酒店,1451454106,535,1451474106,芜湖
762,南通大厦酒店,1451454106,535,1451474106,芜湖
885,和兴路酒店,1461702761,947,1461722761,竹北
382,浙江路酒店,1409544419,587,1409564419,赤壁
989,浙江路酒店,1409544419,587,1409564419,赤壁
8,黄海街酒店,1403960750,670,1403980750,惠州
998,南通大厦酒店,1469413071,896,1469433071,应城
599,南通大厦酒店,1469413071,896,1469433071,应城
660,南通大厦酒店,1469413071,896,1469433071,应城
367,高密路酒店,1434899987,465,1434919987,普宁
426,高密路酒店,1434899987,465,1434919987,普宁
278,高密路酒店,1434899987,465,1434919987,普宁
525,威海广场酒店,1418479305,709,1418499305,密山
64,湘潭街酒店,1404400043,998,1404420043,宿州
693,湛山一街酒店,1480030621,531,1480050621,绵阳
173,湛山一街酒店,1480030621,531,1480050621,绵阳
313,湛山一街酒店,1480030621,531,1480050621,绵阳
92,南九水街酒店,1451014150,481,1451034150,琼海
406,南九水街酒店,1451014150,481,1451034150,琼海
824,南九水街酒店,1451014150,481,1451034150,琼海
681,阳信路酒店,1466286971,932,1466306971,苏州
873,青威高速酒店,1420786983,870,1420806983,韶关
933,青威高速酒店,1420786983,870,1420806983,韶关
668,旌德路酒店,1479204591,387,1479224591,仁怀
934,旌德路酒店,1479204591,387,1479224591,仁怀
805,旌德路酒店,1479204591,387,1479224591,仁怀
852,巢湖街酒店,1446380944,199,1446400944,东宁
907,巢湖街酒店,1446380944,199,1446400944,东宁
326,巢湖街酒店,1446380944,199,1446400944,东宁
201,合江路酒店,1437833992,821,1437853992,台北
556,和阳广场酒店,1445250880,628,1445270880,香格里拉
714,和阳广场酒店,1445250880,628,1445270880,香格里拉
948,恩县广场酒店,1424000446,330,1424020446,中卫
448,恩县广场酒店,1424000446,330,1424020446,中卫
482,恩县广场酒店,1424000446,330,1424020446,中卫
642,台西一大厦酒店,1414555239,287,1414575239,张掖
590,台西一大厦酒店,1414555239,287,1414575239,张掖
926,台西一大厦酒店,1414555239,287,1414575239,张掖
999,澄海三路酒店,1425955823,671,1425975823,台山
300,澄海三路酒店,1425955823,671,1425975823,台山
319,伏龙山路酒店,1476367797,756,1476387797,四平
26,伏龙山路酒店,1476367797,756,1476387797,四平
601,伏龙山路酒店,1476367797,756,1476387797,四平
434,太平角三大厦酒店,1445161365,926,1445181365,太仓
623,太平角三大厦酒店,1445161365,926,1445181365,太仓
325,太平角三大厦酒店,1445161365,926,1445181365,太仓
812,新湛三街酒店,1412336600,438,1412356600,牙克石
590,新湛三街酒店,1412336600,438,1412356600,牙克石
272,新湛三街酒店,1412336600,438,1412356600,牙克石
162,包头路酒店,1468357968,450,1468377968,华蓥
4,包头路酒店,1468357968,450,1468377968,华蓥
231,台湛广场酒店,1455857627,410,1455877627,怀化
582,市场二大厦酒店,1419397258,584,1419417258,石嘴山
745,市场二大厦酒店,1419397258,584,1419417258,石嘴山
639,市场二大厦酒店,1419397258,584,1419417258,石嘴山
864,荷泽路酒店,1447991928,421,1448011928,广元
332,荷泽路酒店,1447991928,421,1448011928,广元
50,荷泽路酒店,1447991928,421,1448011928,广元
405,青大街酒店,1430172612,919,1430192612,市中
985,青大街酒店,1430172612,919,1430192612,市中
792,青大街酒店,1430172612,919,1430192612,市中
900,汉口路酒店,1439388610,506,1439408610,安达
933,汉口路酒店,1439388610,506,1439408610,安达
171,汉口路酒店,1439388610,506,1439408610,安达
684,海口街酒店,1493763523,951,1493783523,北京
66,海口街酒店,1493763523,951,1493783523,北京
139,海口街酒店,1493763523,951,1493783523,北京
901,延安三路酒店,1402325108,682,1402345108,荣成
503,延安三路酒店,1402325108,682,1402345108,荣成
206,南平广场酒店,1407291498,908,1407311498,福州
603,南平广场酒店,1407291498,908,1407311498,福州
349,南平广场酒店,1407291498,908,1407311498,福州
580,江苏广场酒店,1463630324,928,1463650324,临汾
109,西藏一广场酒店,1426234401,940,1426254401,南通
910,西藏一广场酒店,1426234401,940,1426254401,南通
594,西藏一广场酒店,1426234401,940,1426254401,南通
630,南海支路酒店,1414091812,434,1414111812,钟祥
216,南海支路酒店,1414091812,434,1414111812,钟祥
103,西江广场酒店,1443747236,427,1443767236,漳州
292,西江广场酒店,1443747236,427,1443767236,漳州
754,西江广场酒店,1443747236,427,1443767236,漳州
856,钜野广场酒店,1400747284,620,1400767284,榆树
104,章丘路酒店,1401725398,417,1401745398,个旧
557,章丘路酒店,1401725398,417,1401745398,个旧
165,正阳路酒店,1494208668,542,1494228668,榆树
867,正阳路酒店,1494208668,542,1494228668,榆树
185,正阳路酒店,1494208668,542,1494228668,榆树
613,华城路酒店,1439920876,280,1439940876,江阴
949,丹东街酒店,1462454481,650,1462474481,梧州
693,丹东街酒店,1462454481,650,1462474481,梧州
754,丹东街酒店,1462454481,650,1462474481,梧州
