主叫,被叫,通话时间,通话时长,通话类型
13488888722,13288888869,1446682737,101,本地
13488888722,15588888148,1492949928,573,本地
13488888722,15988888600,1419288189,2968,本地
13488888722,15288888236,1463618316,750,本地
13488888722,13188888203,1421450538,1916,本地
13488888722,13888888783,1405955082,775,本地
13488888722,13888888954,1468545040,461,本地
13488888722,15088888690,1444545445,2050,本地
13488888722,15788888655,1429954031,2084,本地
13488888722,13388888929,1424433617,288,本地
13088888772,13488888880,1403534751,3564,本地
13088888772,13188888621,1491158644,3426,本地
13088888772,13088888354,1426646881,767,本地
13088888772,13288888869,1493179392,2865,本地
13088888772,13388888663,1446349305,1953,本地
13088888772,15788888940,1408760233,397,本地
13088888772,15388888968,1467460090,2389,本地
13088888772,13488888646,1430068473,1114,本地
13088888772,13688888382,1488171159,1104,本地
13088888772,13588888799,1435565674,1179,本地
13088888772,13288888185,1412933273,1735,本地
13088888772,13388888530,1424068166,1012,本地
13088888772,13988888879,1489308341,3363,本地
13088888772,13388888321,1405460810,1051,本地
13088888772,13888888884,1494190642,3525,本地
13088888772,13788888915,1418864662,453,本地
13088888772,15588888319,1428110898,2578,本地
13088888772,15188888216,1473942104,3234,本地
13088888772,13688888192,1482191339,764,本地
13088888772,15788888237,1424588811,3528,本地
13088888772,15288888958,1431543116,2164,本地
13088888772,13388888112,1432331251,1136,本地
13088888772,13088888316,1433202424,860,本地
13088888772,15288888217,1483965431,3123,本地
13088888772,15988888771,1412120149,3347,本地
13088888772,13088888468,1425810594,2052,本地
13088888772,13988888518,1446752233,211,本地
13088888772,15888888960,1423506622,400,本地
13088888772,15988888182,1402005918,2990,本地
13088888772,13488888171,1410175529,837,本地
13088888772,13188888260,1474924400,972,本地
13088888772,13588888153,1402282949,2507,本地
13088888772,13288888185,1459196438,1788,本地
13088888772,15188888216,1426673357,3363,本地
13088888772,13988888461,1443502896,3030,本地
13088888772,15988888885,1470567506,1781,本地
13088888772,15588888414,1490974486,2997,本地
13088888772,15888888886,1408630961,2908,本地
13088888772,15588888718,1486620465,2053,本地
13088888772,15788888807,1425087737,1650,本地
13088888772,15188888887,1420943138,694,本地
13088888772,13688888724,1421289041,281,本地
13088888772,15688888567,1480011199,255,本地
13088888772,13688888686,1457357844,941,本地
13588888153,13188888203,1441618075,1382,本地
13588888153,13888888954,1438550786,1491,本地
13588888153,15088888557,1416340644,3599,本地
13588888153,15888888713,1403290979,2178,本地
13588888153,15788888503,1464069381,2193,本地
13588888153,15588888376,1486072193,2715,本地
13588888153,15688888816,1478620234,3217,本地
13588888153,13988888290,1406084144,1971,本地
13588888153,13088881000,1429635787,822,本地
13588888153,15388888379,1403750258,1891,本地
13588888153,15688888377,1455253996,414,本地
13588888153,15788888883,1486438930,1463,本地
13588888153,13388888549,1422178520,1726,本地
13588888153,15588888338,1402989365,269,本地
13588888153,13788888725,1466204042,665,本地
13588888153,15988888866,1482638474,2770,本地
13588888153,15188888311,1445761270,3257,本地
13588888153,13388888739,1404465393,2972,本地
13588888153,13388888893,1473261165,2140,本地
13588888153,13288888812,1462033763,2912,本地
13588888153,15788888674,1424277761,71,本地
13588888153,15688888377,1476661699,1177,本地
13588888153,15288888293,1458802549,1943,本地
13588888153,15188888653,1493004102,3009,本地
13588888153,13288888907,1444175993,534,本地
13588888153,15688888187,1464700490,2682,本地
13588888153,15888888124,1405346315,3400,本地
13588888153,15388888151,1414828652,2626,本地
13588888153,15188888444,1492477801,2701,本地
13588888153,13388888625,1413490300,2583,本地
13588888191,15088888747,1443897593,733,本地
13588888191,15188888900,1427849435,2581,本地
13588888191,13588888799,1430501618,2136,本地
13588888191,13488888190,1405655551,725,本地
13588888191,13288888890,1441358401,461,本地
13588888191,13488888209,1412898512,1639,本地
13588888191,13188888811,1492008717,1640,本地
13588888191,13588888286,1400421953,2782,本地
13588888191,13188888849,1433271698,1429,本地
13588888191,15888888523,1456971869,2847,本地
13588888191,15688888966,1485556385,1820,本地
13588888191,13488888494,1470526634,1370,本地
13588888191,13388888568,1452358658,162,本地
13588888191,15188888729,1479336874,3521,本地
13588888191,13388888815,1416681415,2374,本地
13588888191,15088888899,1420927223,2761,本地
13588888191,13988888689,1467390275,2115,本地
13588888191,13388888739,1487200084,1212,本地
13588888191,15988888220,1465446444,1628,本地
13588888191,13888888878,1461161610,272,本地
13588888191,13488888819,1490500939,3001,本地
13588888191,15888888903,1466955771,1115,本地
13588888191,13488888874,1454040119,2153,本地
13588888191,15888888181,1429752850,1270,本地
13588888191,15688888225,1474603464,2160,本地
13588888191,13188888203,1422342820,3570,本地
13588888191,15388888968,1421140547,2923,本地
13588888191,15988888448,1431806731,2360,本地
13588888191,13188888165,1439366263,310,本地
13588888191,13088888888,1491778290,1416,本地
13588888191,15788888959,1403750116,2620,本地
13588888191,15888888143,1446839416,404,本地
13588888191,13688888135,1468283666,3111,本地
13588888191,13588888877,1428740175,3469,本地
13588888191,15788888617,1474903533,70,本地
13588888191,15788888180,1460451385,2239,本地
13588888191,15088888329,1435764207,2612,本地
13588888191,15588888528,1484940540,781,本地
13588888191,13688888800,1435796243,226,本地
13588888191,15988888733,1420170166,462,本地
13588888191,15388888894,1434815980,2935,本地
13588888191,15888888181,1480540292,1469,本地
13588888191,15788888636,1473378015,2733,本地
13588888191,15688888985,1434586879,2033,本地
13588888191,13088888791,1453822638,2997,本地
13588888191,15088888367,1408454475,2283,本地
13588888191,13988888881,1446051581,1232,本地
13588888191,13088888829,1447807281,3437,本地
13588888191,13888888327,1435408768,815,本地
13588888191,13788888883,1403346469,2975,本地
13588888191,15188888887,1461386674,950,本地
13588888191,15388888759,1444566572,973,本地
13588888191,13088888677,1413366232,2247,本地
13588888191,15188888767,1456937797,1645,本地
13588888191,15888888295,1430873304,1948,本地
13588888191,15888888466,1458033147,3507,本地
13588888191,15888888960,1437017422,3532,本地
13588888191,13288888852,1427355681,3509,本地
13588888191,15888888599,1433989078,468,本地
13588888191,15188888900,1420437929,1603,本地
13588888191,15988888885,1419811339,518,本地
13588888191,15588888623,1446609624,1028,本地
13588888191,15088888747,1446634545,620,本地
13588888191,13188888773,1457885770,2222,本地
13588888191,13388888644,1439437246,2910,本地
13588888191,15688888854,1422523794,2723,本地
13588888191,13088888943,1409494742,874,本地
13588888191,13688888800,1453191733,2085,本地
13588888191,13288888546,1482815896,496,本地
13588888191,13288888375,1432257677,2181,本地
13588888191,13988888233,1400660424,3281,本地
13588888191,13788888136,1401151136,3517,本地
13588888191,15988888980,1402989869,1532,本地
13588888191,15588888509,1481176534,2277,本地
13588888191,15888888922,1467836180,879,本地
13588888191,15288888806,1409807822,1534,本地
13588888191,13788888516,1444766259,2255,本地
13588888191,13688888420,1450713585,2298,本地
13588888191,15588888870,1430769070,207,本地
13588888191,15588888891,1487531970,1091,本地
13588888191,15688888206,1416982445,2330,本地
13588888191,13488888876,1419066140,125,本地
13588888191,13788888877,1440827175,261,本地
13588888191,15188888159,1472922617,2229,本地
13588888191,15788888408,1484441633,2395,本地
13588888191,15088888614,1453298971,1560,本地
13588888191,13388888587,1422225403,972,本地
13588888191,15788888427,1414529631,3074,本地
13588888191,15888888694,1458039081,3355,本地
13588888191,13988888328,1410098574,985,本地
13588888191,13488888608,1419993837,252,本地
13588888191,13788888402,1404887476,3305,本地
13588888191,13288888660,1418653993,2844,本地
13588888191,13588888381,1405080131,2615,本地
13588888191,13588888780,1421355071,611,本地
13588888191,13988888824,1487160452,2383,本地
13588888191,15788888712,1483153428,3109,本地
13588888191,13088888335,1482601981,1685,本地
13588888191,13688888800,1454539654,563,本地
13588888191,15588888756,1425545678,2093,本地
13488888665,13788888915,1475282684,188,本地
13488888665,13288888622,1471136133,783,本地
13488888665,15588888908,1447871841,2307,本地
13488888665,15388888987,1471473800,276,本地
13488888665,13388888606,1450157276,3451,本地
13488888665,15188888349,1454796783,2044,本地
13488888665,13288888983,1460417851,1308,本地
13488888665,13288888736,1466007058,1505,本地
13488888665,13088888981,1492451034,2137,本地
13488888665,13888888536,1413366744,1550,本地
13488888665,13688888821,1442439339,2159,本地
13488888665,15088888538,1461811186,433,本地
13488888665,13788888877,1484905685,2668,本地
15388888664,15688888206,1475558881,2337,本地
15388888664,13488888627,1431599424,568,本地
15388888664,15988888809,1439730244,1138,本地
15388888664,15288888331,1492490009,1471,本地
15388888664,15288888236,1433756039,2236,本地
15388888664,13988888309,1411793842,2791,本地
15388888664,13188888241,1432303268,1401,本地
15388888664,13388888530,1477708033,1088,本地
15388888664,13888888213,1431115215,781,本地
15388888664,15088888386,1484761215,723,本地
13588888818,13288888489,1482112513,632,本地
13588888818,15188888864,1492211448,1173,本地
13588888818,13788888879,1443970794,1097,本地
13588888818,13788888136,1418380650,3569,本地
13588888818,13088888734,1455988171,957,本地
13588888818,13788888725,1404650734,423,本地
13588888818,15688888776,1442789321,1713,本地
13588888818,15388888894,1491037381,1707,本地
13588888818,15988888125,1451999277,1216,本地
13588888818,15088888614,1437744451,1829,本地
13588888818,13588888153,1443712430,480,本地
13588888818,15188888672,1463247567,2156,本地
13588888818,13388888473,1493243027,1020,本地
13588888818,15188888140,1465885789,719,本地
13588888818,15588888509,1401646803,2247,本地
13588888818,15188888805,1434855877,1058,本地
13588888818,13488888895,1486414874,236,本地
13588888818,13688888249,1422647112,2380,本地
13588888818,15188888349,1432053320,1768,本地
13588888818,15088888804,1406734134,2345,本地
13588888818,15088888519,1417335933,332,本地
13588888818,15888888257,1446374088,2712,本地
13588888818,15588888566,1465942303,1050,本地
13588888818,15688888263,1493396790,243,本地
13588888818,13188888773,1420898940,1357,本地
13588888818,13288888489,1420552336,3137,本地
13588888818,13788888763,1428136979,1759,本地
13588888818,15188888862,1484606416,3365,本地
13588888818,15688888947,1418886565,280,本地
13588888818,13888888460,1412184137,2836,本地
13588888818,15188888539,1477305280,385,本地
13588888818,13488888931,1453497341,876,本地
13588888818,15988888980,1451200721,923,本地
13588888818,15288888616,1466492563,2154,本地
13588888818,13688888819,1427342489,457,本地
13588888818,13188888925,1437514674,1910,本地
13588888818,15188888843,1409429816,3515,本地
13588888818,15188888881,1450059065,1549,本地
13588888818,13488888513,1483850996,3093,本地
13588888818,13688888173,1442215739,267,本地
13588888818,13288888584,1414935119,254,本地
13588888818,13488888513,1478746353,2970,本地
13588888818,13288888109,1454461371,2718,本地
13588888818,13788888535,1483758078,942,本地
13588888818,15388888911,1455743692,565,本地
13588888818,15688888835,1425227052,3454,本地
13588888818,15588888984,1484948938,1334,本地
13588888818,15788888845,1410756038,1807,本地
13588888818,13788888250,1473960069,2924,本地
13588888818,15688888225,1476606647,371,本地
13588888818,13688888515,1469139457,1721,本地
13588888818,13888888270,1455169402,571,本地
13588888818,13688888496,1472058465,3362,本地
13588888818,13388888435,1427177016,3513,本地
13588888818,15088888310,1450886041,1931,本地
13588888818,13488888969,1413463861,1137,本地
13588888818,13588888856,1490358179,2402,本地
13588888818,15388888740,1437176520,3419,本地
13588888818,13388888112,1442819217,3537,本地
13588888818,13188888659,1436890621,1501,本地
15088888500,15688888662,1441073173,662,本地
15088888500,15988888201,1487825234,326,本地
15088888500,15788888889,1445019145,151,本地
15088888500,13888888861,1436391743,1348,本地
15088888500,15588888490,1436931457,600,本地
15088888500,13888888365,1405111185,1202,本地
15088888500,13088888943,1451010636,1320,本地
15088888500,15888888808,1429870191,3157,本地
15088888500,15288888426,1400917218,1115,本地
15088888500,13388888739,1442762299,1911,本地
15088888500,15288888255,1410045125,379,本地
15088888500,13588888552,1443698514,3322,本地
15088888500,15288888884,1461448325,1730,本地
15088888500,15788888104,1459384589,659,本地
15088888500,13188888184,1403700749,3365,本地
15088888500,15088888367,1426767317,1642,本地
15088888500,15888888886,1443209986,2374,本地
15088888500,13388888435,1429636751,2750,本地
15088888500,13688888781,1413359800,2652,本地
15088888500,15288888426,1432035363,240,本地
15088888500,13188888754,1409263900,435,本地
15088888500,15888888789,1484536540,3390,本地
15088888500,15088888234,1449870200,471,本地
15088888500,13888888823,1405929233,2166,本地
15088888500,13888888156,1406036405,2850,本地
15088888500,15788888826,1415322498,3302,本地
15088888500,15988888524,1445970343,509,本地
15088888500,13888888251,1459588854,470,本地
15088888500,15088888825,1458306103,2625,本地
15088888500,13888888555,1402660716,1412,本地
15088888500,15188888826,1442916470,21,本地
15088888500,13988888885,1448867298,2967,本地
15088888500,13888888270,1471455730,2959,本地
15088888500,13588888896,1454213411,3090,本地
15088888500,13588888951,1405203071,1445,本地
15088888500,13288888280,1441572733,2400,本地
15088888500,13888888118,1442585512,668,本地
15088888500,15588888547,1478959271,784,本地
15088888500,13588888742,1414538209,2340,本地
15088888500,13288888926,1481822954,49,本地
15088888500,13088888126,1481103567,3097,本地
15088888500,13588888248,1456598849,3228,本地
15088888500,13888888821,1419109298,2385,本地
15088888500,13788888326,1476358732,1466,本地
15088888500,15788888560,1446115033,2792,本地
15088888500,13488888838,1440433105,25,本地
15088888500,13388888302,1468543054,2428,本地
15088888500,15788888674,1444400574,837,本地
15088888500,15588888908,1473175859,277,本地
15088888500,15788888294,1474580799,667,本地
15088888500,15388888550,1435842548,187,本地
15088888500,15388888797,1451073426,104,本地
15888888276,15688888833,1492427280,632,本地
15888888276,13688888724,1462599549,2499,本地
15888888276,13288888717,1409550710,2159,本地
15888888276,13688888667,1422522688,3189,本地
15888888276,15088888994,1440233428,1080,本地
15888888276,15188888672,1454784132,3055,本地
15888888276,15788888389,1472358702,894,本地
15888888276,15088888405,1484048725,1407,本地
15888888276,13388888454,1402309438,1229,本地
15888888276,13388888815,1419186835,1173,本地
15888888276,15788888313,1402680115,2582,本地
15888888276,13788888193,1454891033,2833,本地
15888888276,15988888619,1406088878,1913,本地
15888888276,13688888895,1440099079,1569,本地
15888888276,15388888949,1430985322,2625,本地
15888888276,15188888883,1401219878,248,本地
15888888276,15988888619,1435009581,2289,本地
15888888276,13088888715,1451275471,654,本地
15888888276,13988888138,1482959250,616,本地
15888888276,13788888839,1453668879,1068,本地
15888888276,13388888264,1414411730,1251,本地
15888888276,15788888256,1454587242,1673,本地
15888888276,15888888979,1487285745,1094,本地
15888888276,13388888454,1411269156,785,本地
15888888276,13788888497,1428084901,1654,本地
15888888276,13088888791,1486395664,1345,本地
15888888276,15688888814,1457130081,2144,本地
15888888276,13588888837,1450796904,1926,本地
15888888276,13988888176,1431991960,2001,本地
15888888276,15188888881,1444655663,2916,本地
15888888276,13388888321,1482681543,18,本地
15888888276,13688888648,1401815048,1020,本地
15888888276,13888888251,1494167663,624,本地
15888888276,13388888378,1481153561,65,本地
15888888276,13388888853,1441316131,2947,本地
15888888276,15388888569,1469476877,3379,本地
15888888276,15988888638,1447710158,2384,本地
15888888276,15888888827,1409675402,2736,本地
15888888276,15388888493,1494195156,1532,本地
15888888276,15288888483,1412749041,744,本地
15888888276,13188888374,1432100053,862,本地
15888888276,15888888865,1485113693,858,本地
15888888276,13588888514,1487799686,1991,本地
15888888276,15188888330,1415203177,2146,本地
15888888276,13188888868,1447610257,3280,本地
15888888276,13988888537,1415407817,3459,本地
15888888276,15188888178,1421258917,3217,本地
15888888276,13788888649,1423615984,952,本地
15888888276,15288888293,1417013325,1080,本地
15888888276,15388888626,1444889692,669,本地
15888888276,15288888865,1474444066,592,本地
15888888276,15188888845,1491509971,2550,本地
15888888276,15588888471,1460438012,1897,本地
15688888624,15188888387,1404792757,3436,本地
15688888624,13888888899,1487406670,1047,本地
15688888624,13488888779,1413007002,2501,本地
15688888624,15188888311,1421093742,1978,本地
15688888624,15088888956,1491070267,18,本地
15688888624,13088888468,1444090566,2496,本地
15688888624,15288888920,1477855795,2287,本地
15688888624,13788888820,1473953437,1730,本地
15688888624,13088888772,1428295330,2432,本地
15688888624,13788888174,1400487317,2773,本地
15688888624,13188888621,1470523495,3329,本地
15688888624,13688888971,1447170666,296,本地
15688888624,13788888402,1412322840,2930,本地
15688888624,13188888355,1462239211,1460,本地
15688888624,15888888561,1433014283,1404,本地
15688888624,15688888605,1443438928,3539,本地
15688888624,15588888604,1404307951,958,本地
15688888624,15388888949,1467980487,1156,本地
15688888624,15988888106,1488730405,1991,本地
15688888624,13888888536,1484596391,2214,本地
15688888624,15188888881,1421726090,2483,本地
15688888624,15888888105,1427186246,3551,本地
15688888624,15188888672,1430006222,2798,本地
15688888624,15688888662,1473705690,1033,本地
15688888624,13388888910,1400747139,1853,本地
15688888624,15788888294,1434309541,145,本地
15688888624,15288888768,1404508976,173,本地
15688888624,15788888142,1428314925,363,本地
15688888624,15588888834,1483694520,397,本地
15688888624,13488888380,1449525857,3086,本地
15688888624,15288888846,1441591051,2252,本地
15688888624,13688888882,1439725088,1605,本地
15688888624,13588888267,1469318456,1967,本地
15688888624,15388888170,1489980162,880,本地
15688888624,15688888928,1427459254,248,本地
15688888624,15788888807,1427251406,463,本地
15688888624,15888888485,1475189501,1932,本地
15688888624,13188888184,1494422943,1147,本地
13888888289,13788888269,1400260144,1452,本地
13888888289,15088888766,1430615124,1395,本地
13888888289,13288888641,1486681708,307,本地
13888888289,15188888520,1462270742,2499,本地
13888888289,13288888945,1448766156,1701,本地
13888888289,13488888857,1452391341,312,本地
13888888289,13988888936,1417790081,1057,本地
13888888289,13588888571,1488729151,1964,本地
13888888289,13488888361,1482886931,738,本地
13888888289,15988888619,1470472711,3060,本地
13888888289,13988888100,1466746812,1920,本地
13888888289,13688888705,1422822297,344,本地
13888888289,13088888240,1477634139,465,本地
13888888289,15088888918,1409421748,2705,本地
13888888289,15088888994,1436407223,2520,本地
13888888289,13888888631,1420793129,571,本地
13888888289,13988888670,1443980808,3532,本地
13888888289,13288888945,1409258111,878,本地
13888888289,13088888240,1451437758,932,本地
13888888289,13588888761,1400698858,473,本地
13888888289,13888888365,1436013172,1274,本地
13888888289,13488888114,1432731740,2557,本地
13888888289,13088888164,1416910686,3415,本地
13888888289,13888888688,1492997195,2353,本地
13888888289,13888888403,1456118578,680,本地
13888888289,13288888204,1494333061,1369,本地
13888888289,13288888223,1426559244,3132,本地
13888888289,13988888765,1425634880,1487,本地
13888888289,13488888838,1486927799,789,本地
13888888289,13288888833,1477818160,656,本地
13888888289,13788888687,1405174646,243,本地
13888888289,13388888606,1479290220,2810,本地
13888888289,13388888511,1430123272,2084,本地
13888888289,15388888797,1425662396,1520,本地
13888888289,13488888589,1456094344,203,本地
13888888289,13188888564,1487657222,1057,本地
13888888289,15888888941,1401711608,570,本地
13888888289,13888888270,1480268694,1293,本地
13888888289,13988888176,1457124278,3416,本地
13888888289,13688888515,1437911498,571,本地
13888888289,15888888713,1412321344,1653,本地
13888888289,13288888318,1427649014,100,本地
13888888289,13488888380,1424406088,279,本地
13888888289,13888888517,1472284868,1066,本地
13888888289,13888888973,1470649574,87,本地
13888888289,13288888394,1487276924,3272,本地
13888888289,15588888853,1479309706,929,本地
13888888289,13788888136,1429787129,2208,本地
13888888289,13288888109,1490151533,2426,本地
13888888289,15888888979,1466204471,1139,本地
13888888289,13388888986,1403773831,603,本地
13888888289,15288888540,1477455269,1782,本地
13888888289,13488888361,1440815674,531,本地
13888888289,15788888142,1491049921,1937,本地
13888888289,15788888940,1489158133,1501,本地
13888888289,13788888649,1463204088,2611,本地
13888888289,13488888912,1460475085,3098,本地
13888888289,15388888683,1427954170,587,本地
13888888289,15888888219,1427314825,1045,本地
13888888289,15888888922,1470542960,1194,本地
13888888289,13788888117,1477150170,3238,本地
13388888112,15588888528,1456732383,971,本地
13388888112,15088888595,1410867972,155,本地
13388888112,13988888746,1475692572,1623,本地
13388888112,13588888267,1454962049,1036,本地
13388888112,15988888106,1453195125,2830,本地
13388888112,13288888432,1414777421,1327,本地
13388888112,15988888334,1465998387,961,本地
13388888112,15788888275,1442187384,3124,本地
13388888112,15088888424,1415085974,3025,本地
13388888112,15288888312,1485628151,1791,本地
13388888112,13488888876,1491533236,3317,本地
13388888112,13388888397,1459856618,2447,本地
13388888112,15988888904,1449816116,1438,本地
13388888112,13788888212,1447391010,1779,本地
13388888112,13888888840,1486711771,3256,本地
13388888112,15888888371,1414599457,589,本地
13388888112,15088888462,1481984937,2674,本地
13388888112,15888888409,1483793970,1879,本地
13388888112,13788888212,1449660177,2939,本地
13388888112,13488888627,1447275906,2991,本地
13388888112,13688888838,1459436092,614,本地
13388888112,15188888957,1442279860,223,本地
13388888112,15888888694,1433425493,844,本地
13388888112,13688888762,1412651659,1118,本地
13388888112,13888888992,1483147833,2523,本地
13388888112,15788888769,1417397734,1228,本地
13388888112,15388888417,1455330104,3598,本地
13388888112,13788888117,1445263170,1022,本地
13388888112,13988888862,1441103213,2607,本地
13388888112,15988888866,1433012185,1683,本地
13388888112,13088888831,1442301376,3599,本地
13388888112,15588888148,1492597996,3508,本地
13388888112,13088888639,1437884379,2560,本地
13388888112,13988888594,1492991789,3459,本地
13388888112,15288888616,1406899323,2453,本地
13388888112,13988888518,1447619387,3575,本地
13388888112,15788888351,1402099745,1561,本地
13388888112,15788888902,1475906681,2458,本地
13388888112,13588888761,1462489181,3141,本地
13388888112,13088888126,1475032081,2297,本地
13388888112,13488888838,1449475894,1192,本地
13388888112,15888888979,1471497305,1303,本地
13388888112,15188888197,1420187961,2467,本地
13388888112,15088888500,1456432057,92,本地
13388888112,15288888996,1411587091,3405,本地
13388888112,13588888818,1488533294,769,本地
13388888112,15188888596,1423381158,1873,本地
13388888112,15988888239,1469808728,2228,本地
13388888112,13788888841,1433733312,2118,本地
13388888112,15688888529,1468489733,1281,本地
13388888112,13588888419,1472428421,1722,本地
13188888832,13588888438,1441535125,2218,本地
13188888832,15688888472,1473364046,19,本地
13188888832,13888888954,1463112064,2535,本地
13188888832,15788888446,1450206799,633,本地
13188888832,13288888888,1455394913,132,本地
13188888832,15888888504,1478390633,2387,本地
13188888832,13188888906,1430454134,1614,本地
13188888832,13288888888,1413616557,355,本地
13188888832,13088888126,1450282888,1041,本地
13188888832,15088888937,1483928240,2853,本地
13188888832,15988888182,1440296580,3158,本地
13188888832,13888888498,1425893082,587,本地
13188888832,15988888866,1461800408,1493,本地
13188888832,13088881000,1487007654,2398,本地
13188888832,13688888743,1428342817,3376,本地
13188888832,13988888860,1488837313,1222,本地
13188888832,15788888885,1421228233,3534,本地
13188888832,15188888881,1444475445,1430,本地
13188888832,13788888649,1422673328,2801,本地
13188888832,15088888728,1473512645,2742,本地
13188888832,13388888929,1411568850,1670,本地
13188888832,13688888667,1490639316,1276,本地
13188888832,15588888680,1437372461,1937,本地
13188888832,13488888247,1428602733,3153,本地
13188888832,15788888712,1439962625,3396,本地
13188888832,13688888743,1404380920,1592,本地
13188888832,15388888170,1433877418,1921,本地
13188888832,13688888743,1420152280,2799,本地
13188888832,13288888793,1414030570,1258,本地
13188888832,15988888467,1461734065,3462,本地
13188888832,13688888914,1408132205,432,本地
13188888832,13988888843,1468990023,2130,本地
13188888832,15388888303,1446512842,2082,本地
13188888832,13888888194,1419533182,139,本地
13188888832,15088888291,1479231197,2752,本地
13188888832,13788888535,1431436022,3569,本地
13188888832,15288888888,1418593890,805,本地
13188888832,15288888958,1430884861,2902,本地
13188888832,15588888984,1464770633,492,本地
13188888832,13688888363,1404390562,747,本地
13188888832,15888888789,1425540605,2743,本地
13188888832,15588888376,1463849581,3190,本地
13188888832,13388888910,1486817089,727,本地
13188888832,15188888501,1476608737,355,本地
13188888832,13988888499,1457220435,1494,本地
13188888832,13988888613,1404082960,2875,本地
15088888671,15688888605,1402931828,666,本地
15088888671,15688888206,1412749245,137,本地
15088888671,13288888432,1487831849,1251,本地
15088888671,13088888753,1414416634,1043,本地
15088888671,15788888864,1423562652,2466,本地
15088888671,13488888876,1493773997,2691,本地
15088888671,15088888690,1425096389,603,本地
15088888671,15288888521,1433159911,2694,本地
15088888671,13788888269,1449774069,3387,本地
15088888671,13688888382,1476095425,634,本地
15088888671,13688888819,1487757454,3307,本地
15088888671,15788888199,1493230349,1131,本地
15088888671,15588888815,1442123913,2916,本地
15088888671,15788888427,1459326810,1759,本地
15088888671,13488888114,1443723346,3064,本地
15088888671,13688888154,1433785005,1352,本地
15088888671,15588888946,1438591814,3172,本地
15088888671,13788888345,1427910607,2280,本地
15088888671,13188888906,1413520176,2491,本地
15088888671,15688888947,1476941761,1867,本地
15088888671,15388888265,1434137728,2212,本地
15088888671,15588888872,1414483554,1512,本地
15088888671,13488888912,1471659407,406,本地
15088888671,13488888418,1494006512,3111,本地
15088888671,13088888943,1430554467,2657,本地
15088888671,15888888960,1432423020,1364,本地
15088888215,15788888828,1410829303,2636,本地
15088888215,13488888494,1486514880,1871,本地
15088888215,13888888802,1406388377,1970,本地
15088888215,15888888675,1439618333,2886,本地
15088888215,15088888329,1405974519,3235,本地
15088888215,13788888898,1402455385,2664,本地
15088888215,13288888280,1423037486,2135,本地
15088888215,13388888815,1447458507,1188,本地
15088888215,15388888683,1470264356,3596,本地
15088888215,13488888228,1441225926,1752,本地
15088888215,15588888872,1483942318,3357,本地
15088888215,15188888558,1405596089,3093,本地
15088888215,13088888639,1485619146,3049,本地
15088888215,15788888237,1431684954,336,本地
15088888215,15388888132,1457624891,2749,本地
15088888215,15388888322,1468436738,1488,本地
15088888215,15288888559,1417243687,2563,本地
15088888215,13788888611,1448287700,3026,本地
15088888215,13788888896,1424182503,576,本地
15088888215,15888888314,1420866996,1693,本地
15088888215,13988888404,1440442496,3018,本地
15088888215,13088888791,1408664327,972,本地
15088888215,13288888413,1426220937,2320,本地
15088888215,15388888894,1414873872,2162,本地
15088888215,13888888783,1478304131,2687,本地
15088888215,13588888799,1476385042,603,本地
15088888215,15988888676,1405569480,3294,本地
15088888215,15188888862,1440856159,1546,本地
15088888215,15688888662,1460681265,325,本地
15088888215,13688888878,1438498568,2268,本地
15088888215,15088888614,1420137015,2157,本地
15088888215,15088888825,1408043282,1514,本地
15088888215,15388888360,1474991482,397,本地
15088888215,15188888254,1414734906,2733,本地
15088888215,13188888545,1468220707,819,本地
15088888215,15388888892,1456545584,716,本地
13188888982,15988888752,1470186700,3047,本地
13188888982,15988888868,1484933863,2972,本地
13188888982,13088888506,1492753255,1372,本地
13188888982,15388888436,1474004997,2072,本地
13188888982,13888888460,1465685948,572,本地
13188888982,13888888650,1477339227,2859,本地
13188888982,15088888886,1413489285,527,本地
13188888982,13988888404,1448474859,1465,本地
13188888982,13688888895,1459805204,2338,本地
13188888982,13688888420,1413192061,3446,本地
13188888982,15988888811,1416272388,3596,本地
13188888982,13788888896,1400491809,3042,本地
13188888982,13588888533,1468086642,826,本地
13188888982,15788888921,1419616548,3532,本地
13188888982,13688888895,1475403086,1746,本地
13188888982,15688888263,1493381323,3020,本地
13188888982,13388888283,1483304017,1397,本地
13188888982,13488888817,1449630419,1953,本地
13188888982,13488888988,1494614110,2784,本地
13188888982,13388888815,1412240814,2493,本地
13188888982,15888888257,1435281432,1183,本地
13188888982,13588888818,1424424932,3295,本地
13188888982,13688888840,1403689968,1446,本地
13188888982,15888888390,1452523177,2498,本地
13188888982,15088888310,1402915476,3269,本地
13188888982,13588888324,1457220151,3242,本地
13188888982,15688888510,1447647478,2108,本地
13188888982,15988888258,1477129589,2239,本地
13188888982,13788888822,1417273593,92,本地
13188888982,15188888539,1426281082,822,本地
13188888982,13188888469,1403380629,3129,本地
13188888982,13188888203,1461836129,1489,本地
13188888982,15888888867,1450747040,917,本地
13188888982,13888888861,1422355422,3124,本地
13188888982,13088888240,1444133502,217,本地
13188888982,13388888929,1423261078,1913,本地
13188888982,13588888172,1476291673,3192,本地
13188888982,13388888207,1488889431,3284,本地
13188888982,15788888828,1477347702,2396,本地
13188888982,13988888176,1439285458,2952,本地
13188888982,15788888885,1465930280,2399,本地
13188888982,13088888563,1417171467,3264,本地
13188888982,13988888157,1414122026,1265,本地
13188888982,13888888156,1427483799,3153,本地
